"Response.ID","Time.Started","Date.Submitted","Status","Language","SessionID","User.Agent","Extended.User.Agent","Tags","Invite.Status","anonID","Source","surVer","Invite.Custom.Field.4","surName","URL.Variable..sguid","In.what.capacity.have.you.observed.this.student.as.a.leader.","Other...please.describe.In.what.capacity.have.you.observed.this.student.as.a.leader.","val_1","val_2","val_3","val_4","val_5","val_6","val_7","val_8","val_9","val_10","val_11","val_12","val_13","val_14","val_15","val_16","val_17","val_18","val_19","val_20","val_21","uh_1","uh_2","uh_3","uh_4","uh_5","uh_6","uh_7","uh_8","uh_9","uh_10","uh_11","uh_12","uh_13","uh_14","uh_15","uh_16","uh_17","uh_18","uh_19","uh_20","uh.only","ili_1","ili_2","ili_3","ili_4","ili_5","ili_6","ili_7","ili_8","ili_9","ili_10","ili_11","ili_12","ili_13","ili_14","ili_15","bfi_1","bfi_2R","bfi_3","bfi_4","bfi_5","bfi_6R","bfi_7","bfi_8R","bfi_9R","bfi_10","bfi_11","bfi_12R","bfi_13","bfi_14","bfi_15","bfi_16","bfi_17","bfi_18R","bfi_19","bfi_20","bfi_21R","bfi_22","bfi_23R","bfi_24R","bfi_25","bfi_26","bfi_27R","bfi_28","bfi_29","bfi_30","bfi_31R","bfi_32","bfi_33","bfi_34R","bfi_35R","bfi_36","bfi_37R","bfi_38","bfi_39","bfi_40","bfi_41R","bfi_42","bfi_43R","bfi_44","ffmq_1","ffmq_2","ffmq_3R","ffmq_4R","ffmq_5","ffmq_6","ffmq_7R","ffmq_8R","ffmq_9R","ffmq_10","ffmq_11","ffmq_12","ffmq_13R","ffmq_14R","ffmq_15","authNaha_1","authNaha_2","authNaha_3","authNaha_4","authNaha_5","authNaha_6","authNaha_7","authNaha_8","authNaha_9","authNaha_10","authNaha_11","authNaha_12","authNaha_13","authNaha_14","authNaha_15","authNaha_16","tfl_1","tfl_2","tfl_3","tfl_4","tfl_5","tfl_6","tfl_7","tfl_8","tfl_9","tfl_10","tfl_11","tfl_12","tfl_13R","tfl_14","tfl_15","tfl_16","tfl_17","tfl_18","narc_1","narc_2","narc_3","narc_4","narc_5","narc_6","narc_7","narc_8","narc_9","narc_10","narc_11","narc_12","narc_13","narc_14","Which.section.of.PS.344.are.you.in.","Who.is.your.professor.","In.what.year.do.you.graduate.","What.is.your.current.GPA...This.is.optional.but.would.be.helpful.for.a.future.class.demonstration.of.the.research.process.","LPC.score.","Identity.Prototypicality.score.","Identity.Advancement.Champion.score.","Identity.Entrepreneurship.score...","Identity.Impresarioship.Embedding.score...","Total.Identity.Leadership.Score","Conformity.score","Tradition.Score","Benevolence.Score","Universalism.Score","Self.Direction.Score","Stimulation.Score","Hedonism.Score","Achievement.Score","Power.Score","Security.Score","UH.Score","Extraversion.score","Agreeableness.Score","Conscientiousness.Score","Neuroticism.Score","Openness.Score","Observing.Score..FFMQ.","Describing.Score..FFMQ.","Acting.with.Awareness.Score..FFMQ.","Nonjudging.Score..FFMQ.","Nonreactivity.Score..FFMQ.","Self.awareness..authentic.","Balanced.perception..authentic.","Value.based.behavior..authentic.","Relational.Transparency..authentic.","Total.authentic.leadership","Type.A","Total.Emotional.Intelligence","Vision..TFL.","Inspirational.motivation..TFL.","Intellectual.stimulation..TFL.","Individualized.consideration..TFL.","Personal.recognition..TFL.","Idealized.influence..TFL.","Total.TFL","Self.monitoring.Score","Positive.Leadership.Score","Narcissism.Score"
282,"9/9/16 23:41","9/12/16 21:38","Complete","English","59da8f9378543e8b28d3cb9a3a1ab5d2","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",NA,"Complete",319,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","P6LVrXSlGwKc3M7j9","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,7,6,6,3,7,8,8,4,4,5,5,5,6,6,8,6,3,NA,6,6,6,6,7,5,7,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,1,1,2,2,0,1,2,2,3,1,0,1,6,6,6,2,2,6,6,3,5,6,5,6,6,6,5,6,5,5,5,5,5,5,5,5,5,4,5,4,2,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.25,5.75,6.25,6,6.066666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,1.333333333,2.666666667,3.333333333,3.333333333,1.333333333,24,22,23,21,90,0,4.769230769,5.333333333,5,5,4.666666667,5,4.666666667,4.944444444,0,78,78
840,"9/15/16 11:46","9/15/16 12:18","Complete","English","2c3cd264f8cd0d03ea3ab428e5fc282c","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:48.0) Gecko/20100101 Firefox/48.0",NA,"Complete",539,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","GR79mZHogAWFWpKA1","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,5,6,5,4,4,4,5,6,6,5,5,5,4,6,5,5,NA,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,3,3,6,6,3,5,5,5,5,5,5,6,5,5,6,6,7,7,7,6,6,6,7,7,7,1,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,6.75,6.75,6.666666667,6.733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,21,22,19,84,0,4.615384615,6,5.666666667,5.333333333,6.333333333,6.333333333,6.333333333,6,0,79,79
593,"9/11/16 11:35","9/15/16 10:07","Complete","English","b42171357ed529da3ac79f2f6dabe627","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G35 Safari/601.1",NA,"Complete",420,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","D2K9Z6sy7rjFVBMmy","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,7,7,8,7,7,8,7,7,7,7,7,8,8,8,8,8,8,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,3,3,2,1,1,3,3,3,1,2,2,7,7,7,4,3,3,6,6,5,5,4,4,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7,1,6,4,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,3.333333333,3,3,2.666666667,2.666666667,24,20,21,18,83,0,4.576923077,7,6.666666667,5.666666667,6.333333333,7,7,6.611111111,0,96,96
391,"9/10/16 17:33","9/10/16 17:39","Complete","English","3c926eccbbee102c26ceaa22559ef855","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",NA,"Complete",581,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","1Yx6Z7TawJkF6aVj3","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,1,7,7,7,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,2,2,2,22,19,22,16,79,0,4,5,6,5.666666667,5.666666667,6,6.333333333,5.777777778,0,70,70
621,"9/12/16 8:08","9/12/16 8:23","Complete","English","9c579384a908df9de52eec4a1cea5533","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0",NA,"Complete",475,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","p4M1X5S3nRXI0odYx","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,4,3,1,1,2,2,3,3,1,2,2,7,7,3,1,2,7,3,2,6,6,2,7,6,6,7,6,6,6,6,6,7,7,7,7,6,7,7,7,1,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,3,3,2,2.666666667,27,26,18,25,96,0,5.5,6.666666667,6.333333333,6,6.333333333,6.666666667,7,6.5,0,93,93
663,"9/4/16 20:57","9/12/16 22:02","Complete","English","40de18d033915d9f4ec30ac8305c6cef","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Saf","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",24,"Import",1,"Dr.+Adelman","Self-assessment invite (to students)","7oR16btjWO4Fpeyra","","",4,3,3,3,2,5,3,2,3,4,5,4,4,4,5,2,4,5,2,4,4,5,4,3,3,5,7,2,4,6,6,2,5,2,3,2,5,4,7,4,6,NA,5,5,4,4,6,7,6,5,7,7,5,4,7,7,6,3,5,6,1,5,4,5,4,6,6,5,3,7,5,5,4,2,2,1,5,3,6,2,5,5,7,3,6,2,5,4,5,5,6,3,5,5,7,4,6,3,6,2,5,1,1,1,3,4,0,2,1,3,2,1,2,1,2,2,7,7,7,7,1,1,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,0,0,1,1,0,0,0,0,1,1,0,1,0,5,2,3,3.39,18,6.25,6.5,5.25,4.333333333,5.666666667,2.5,3.5,4.5,2.5,4.5,5,4,3.5,3.5,3,4.25,4.625,4.222222222,5.75,2.5,5.2,0.666666667,1.666666667,3,1.333333333,2.666666667,28,16,28,16,88,7,5.384615385,7,7,7,7,7,7,7,48,80,85
231,"9/9/16 21:28","9/9/16 21:40","Complete","English","44966cd55c0f69bd26d99a0b9f09d76a","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safa","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",27,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","P6LXxgClGwKc3M7j9","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,4,2,1,0,1,4,2,4,0,0,4,7,7,7,1,1,7,6,2,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,5,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,NA,NA,2.666666667,3.666666667,4,3.333333333,4,25,28,26,25,104,0,6.076923077,7,7,6.333333333,7,7,7,6.888888889,0,98,98
378,"9/10/16 15:47","9/15/16 13:32","Complete","English","59556feda4b8b3effa9a23db34c805c5","Mozilla/5.0 (Linux; Android 6.0.1; SM-T550 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chro","Mozilla/5.0 (Linux; Android 6.0.1; SM-T550 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Safari/537.36",NA,"Complete",96,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","3ve9BKspPyrs02krO","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,2,3,3,3,5,2,5,4,2,2,2,5,5,3,2,NA,7,7,7,6,6,6,7,6,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,3,1,2,3,1,2,1,2,2,2,2,7,7,7,5,1,6,7,5,7,7,1,7,4,7,6,7,6,6,4,7,7,7,6,6,5,4,6,7,1,6,5,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,6.75,7,6.333333333,6.733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,1,2.333333333,2,2.333333333,2.333333333,25,23,24,27,99,0,6.5,6.333333333,6,4.666666667,6,6.666666667,6.333333333,6,0,81,81
389,"9/10/16 5:21","9/16/16 12:49","Complete","English","833b11de22ef453ded797ec518d4f749","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",NA,"Complete",541,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","9KO9mdh2JWdsvonex","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,6,6,6,6,7,6,6,6,6,6,5,7,6,7,6,6,NA,7,7,6,6,7,6,6,7,6,7,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,3,2,1,2,0,4,2,3,2,0,3,4,6,7,4,5,5,7,2,6,7,5,3,7,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,6.5,6,6.333333333,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,NA,NA,NA,NA,NA,2,2.666666667,2.333333333,4,3.333333333,20,23,26,17,86,0,5.230769231,6,5.666666667,6,6,6,6,5.944444444,0,82,82
511,"9/11/16 12:28","9/12/16 9:44","Partial","English","74ab24bb2c874c2b592a639f21bd033a","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4",NA,"Partial",90,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","k69lYRsRl50Sl5WK6","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,4,4,1,1,0,4,3,4,1,0,4,7,7,7,1,1,6,7,1,7,7,2,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"9/9/16 23:36","9/9/16 23:59","Complete","English","e553191c2bc99359cbffd44069b3f05b","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safa","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36",NA,"Complete",333,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","oKPlVAtLoAYFJX5O8","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,8,4,8,4,8,8,8,8,8,8,0,8,8,8,8,2,8,NA,7,3,6,6,6,7,7,5,5,7,6,4,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,1,1,4,3,1,3,4,3,1,1,2,2,7,6,3,6,4,7,7,6,7,7,3,6,1,3,2,5,5,2,6,6,3,5,6,5,6,7,5,1,4,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.25,6,6,5,5.866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,1.666666667,2.666666667,0.333333333,1.333333333,1.333333333,14,16,15,18,63,0,4.384615385,2.666666667,3.666666667,5,4.333333333,6.333333333,6.333333333,4.722222222,0,77,77
825,"9/15/16 8:55","9/15/16 9:11","Partial","English","7679848fdfe62c06c7dc16f41f26d5b7","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0",NA,"Partial",143,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","3ve9LlupPyrs02krO","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,6,5,4,5,6,5,7,3,4,2,0,0,4,6,7,3,8,NA,6,6,5,6,5,7,5,5,5,6,6,5,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,3,1,5,6,3,6,4,1,5,2,6,4,6,3,5,6,4,3,6,6,7,5,4,5,4,1,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,"9/10/16 19:33","9/10/16 19:57","Partial","English","cd85f515ecb0d1df891e9a4668a12358","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",NA,"Partial",262,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","bRkaPrUx8bDul1Zw9","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,2,3,6,5,4,5,7,4,4,3,2,2,4,4,6,5,2,NA,7,6,6,6,6,6,6,4,7,6,6,5,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,2,2,2,1,3,2,3,2,2,2,5,6,6,6,5,4,6,5,6,6,5,7,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"9/10/16 7:19","9/11/16 22:54","Complete","English","5cdfd92892d79f17cefcf21ac43b4b12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",NA,"Complete",258,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","qPXlyyfwPWDiV4d6b","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,6,8,7,6,7,7,8,7,8,6,5,6,6,5,6,5,4,NA,7,7,7,6,5,5,6,6,6,6,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,2,1,3,2,1,3,2,2,3,2,3,7,7,6,3,5,3,4,3,6,5,2,5,4,6,4,6,7,6,5,6,6,7,7,7,5,6,5,7,2,5,5,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,6,5.666666667,5.933333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,NA,NA,NA,NA,NA,2.333333333,2,1.666666667,2,2.666666667,23,20,21,18,82,0,5.269230769,6.666666667,6,5,5.333333333,5,7,5.833333333,0,81,81
606,"9/11/16 22:54","9/11/16 23:40","Complete","English","8ceac2d46dca0e1ce177b6bc5ecdf55a","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",NA,"Complete",258,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","03ZkoOCnXlvhlDYrb","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,7,7,7,8,7,8,7,7,7,6,6,6,7,7,7,5,NA,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,2,3,2,3,3,3,3,2,3,3,3,7,7,7,6,6,5,6,5,7,6,3,5,5,6,6,6,7,7,5,5,5,7,7,7,6,7,6,7,1,7,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,6.333333333,6.866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,3.333333333,2,1,1,2.666666667,24,21,22,18,85,0,5,7,7,5.666666667,6.333333333,5.333333333,7,6.388888889,0,87,87
