Response ID,Time Started,Date Submitted,Contact ID,SessionID,section,gender,prof,rotc,major,gradYr,formalExp,informalExp,VMItrain_1,VMItrain_2,VMItrain_3,VMItrain_4,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,uh_1,uh_2,uh_3,uh_4,uh_5,uh_6,uh_7,uh_8,uh_9,uh_10,uh_11,uh_12,uh_13,uh_14,uh_15,uh_16,uh_17,uh_18,uh_19,uh_20,uh_21,uh_22,uh_23,uh_24,uh_25,ili_1,ili_2,ili_3,ili_4,ili_5,ili_6,ili_7,ili_8,ili_9,ili_10,ili_11,ili_12,ili_13,ili_14,ili_15,bfi_1,bfi_2R,bfi_3,bfi_4,bfi_5,bfi_6R,bfi_7,bfi_8R,bfi_9R,bfi_10,bfi_11,bfi_12R,bfi_13,bfi_14,bfi_15,bfi_16,bfi_17,bfi_18R,bfi_19,bfi_20,bfi_21R,bfi_22,bfi_23R,bfi_24R,bfi_25,bfi_26,bfi_27R,bfi_28,bfi_29,bfi_30,bfi_31R,bfi_32,bfi_33,bfi_34R,bfi_35R,bfi_36,bfi_37R,bfi_38,bfi_39,bfi_40,bfi_41R,bfi_42,bfi_43R,bfi_44,ffmq_1,ffmq_2,ffmq_3R,ffmq_4R,ffmq_5,ffmq_6,ffmq_7R,ffmq_8R,ffmq_9R,ffmq_10,ffmq_11,ffmq_12,ffmq_13R,ffmq_14R,ffmq_15,uh-vmi_1,uh-vmi_2,uh-vmi_3,uh-vmi_4,uh-vmi_5,uh-vmi_6,uh-vmi_7,uh-vmi_8,uh-vmi_9,auth_1,auth_2,auth_3,auth_4,auth_5,auth_6,auth_7,auth_8,auth_9,auth_10,auth_11,auth_12,auth_13,auth_14,grt_1,grt_2,grt_3,grt_4,hum_1,grt_5,grt_6,grt_7,grt_8,hum_2,chalFreq,leadChal_1,leadChal_2,leadChal_3,leadChal_4,leadChal_5,leadChal_6,leadChal_7,leadChal_8,leadChal_9,leadChal_10,leadChal_11,leadChal_12,leadChal_13,sc-hw_1R,sc-hw_2R,sc-hw_3R,sc-hw_4,sc-hw_5R,sc-hw_6R,sc-hw_7R,sc-hw_8,sc-hw_9R,sc-hw_10R,dis_1R,dis_2R,dis_3,dis_4R,dis_5,dis_6,tfl_1,tfl_2,tfl_3,tfl_4,tfl_5,tfl_6,tfl_7,tfl_8,tfl_9,tfl_10,tfl_11,tfl_12,tfl_13R,tfl_14,tfl_15,tfl_16,tfl_17,tfl_18,brs_1,brs_2,brs_3,brs_4,brs_5,brs_6,narc_1,narc_2,narc_3,narc_4,narc_5,narc_6,narc_7,narc_8,narc_9,narc_10,narc_11,narc_12,narc_13,narc_14,sc-now_1R,sc-now_2R,sc-now_3R,sc-now_4,sc-now_5R,sc-now_6R,sc-now_7R,sc-now_8,sc-now_9R,sc-now_10R,gpa,uh-now,cumTime,currentDate,currentTime
89,9/3/17 18:20,9/3/17 21:39,104219288,db38e898df1c5214e20b2ec4c0f337ba,PS-344-04,1,Jarman,MCX,IS,2018,3,2,3,3,4,4,3,2,5,2,3,4,4,5,5,3,4,4,3,5,4,3,4,4,3,4,4,6,7,5,4,6,7,8,6,5,7,6,6,5,5,7,4,4,4,3,6,5,5,6,4,6,6,7,6,4,6,7,7,6,7,6,6,5,5,6,4,5,5,7,3,5,3,6,4,6,6,5,3,6,6,6,4,5,5,3,6,3,5,2,6,5,5,4,6,5,4,4,6,6,6,3,5,5,6,2,4,5,5,4,2,2,3,1,2,3,3,1,2,2,3,2,2,2,1,2,8,8,8,5,7,8,7,7,6,6,6,5,5,4,5,5,3,6,5,5,6,6,4,2,4,3,4,4,4,3,5,4,4,4,5,6,6,6,5,5,5,6,6,5,5,6,6,4,5,2,6,4,4,3,4,6,2,9,1,5,5,1,5,1,7,7,3,1,7,1,1,7,4,1,7,7,1,7,1,1,7,6,2,6,6,5,2,1,1,1,0,1,1,0,1,1,1,1,0,1,0,3,5,4,6,2,2,4,5,6,4,3.2,7,11938,9/3/17,9:38 PM
90,9/3/17 19:15,9/8/17 22:53,104219496,2b217587cfc4c9d48a85ec1d8052fe08,PS-344-03,1,Gornick,MCX,PY,2019,2,2,4,4,4,4,4,3,3,3,2,4,3,4,3,3,3,4,4,4,5,4,3,5,4,4,4,5,6,3,4,6,2,5,6,4,8,7,5,6,3,8,8,3,4,5,4,5,3,8,5,6,6,6,6,5,5,4,6,5,6,6,6,6,6,5,5,6,2,5,4,5,3,6,2,6,6,6,2,6,5,5,6,5,2,4,6,3,6,3,6,6,4,2,5,5,6,3,6,5,6,4,5,2,5,3,5,1,6,5,5,2,2,1,1,3,3,1,2,1,2,3,2,2,1,3,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,5,5,6,6,6,6,6,3,3,2,4,5,3,3,3,4,4,4,6,7,7,7,7,5,5,5,5,4,5,6,6,5,5,2,5,4,5,5,4,2,1,5,3,5,5,3,3,5,5,4,4,6,6,5,6,4,5,6,6,3,5,5,5,6,6,5,3,6,2,5,3,1,0,1,1,1,0,0,1,0,1,0,1,1,0,4,4,4,4,4,4,4,4,4,4,,6,445092,9/8/17,10:53 PM
91,9/3/17 19:18,9/7/17 21:09,104836821,d8153394dc72c051d7c16017896f9eca,PS-344-07,1,Barber,MS,EC,2020,2,2,3,3,3,4,3,4,5,3,4,5,3,4,4,3,4,3,4,3,3,2,3,4,3,5,3,5,4,3,5,7,5,4,3,5,2,3,4,8,6,4,2,3,4,0,4,6,3,8,3,2,6,6,7,5,7,1,6,5,6,7,6,5,6,7,5,6,3,6,4,4,3,5,5,5,6,5,3,6,5,5,5,3,1,6,3,1,5,2,5,5,6,3,5,4,3,2,6,7,5,6,7,5,7,5,5,6,6,5,1,1,1,2,2,3,1,2,2,1,2,1,3,3,2,2,3,4,5,3,1,5,4,6,1,3,6,3,5,6,6,5,5,6,6,5,5,5,6,4,3,2,5,4,2,2,4,4,4,4,6,6,5,7,5,5,6,5,6,6,5,6,7,6,4,5,5,6,2,4,3,0,5,5,2,1,4,2,4,5,5,4,3,5,5,6,6,5,5,6,6,2,5,5,6,7,5,5,2,5,5,6,5,0,0,1,0,1,0,0,1,1,1,1,0,1,0,5,7,0,5,2,2,2,0,0,3,2.757,7,352235,9/7/17,9:08 PM
92,9/3/17 20:19,9/4/17 13:41,104219949,c72f537d377f1cc31ab2133a99533ece,PS-344-11,1,Cotting,ASX,IS,2019,1,3,3,3,3,2,3,4,5,5,1,5,3,4,4,4,4,4,4,4,4,3,4,5,5,2,4,6,7,6,7,6,6,7,7,6,7,7,7,7,6,6,7,7,6,6,7,7,7,6,7,6,5,6,6,5,6,5,6,5,5,6,5,6,5,6,6,7,5,6,3,6,1,7,4,7,7,7,4,7,5,6,7,6,4,3,7,1,7,3,7,6,6,3,5,4,6,1,6,7,7,3,7,2,7,2,7,6,6,2,7,4,4,1,1,3,3,1,2,1,1,2,3,1,1,3,7,8,8,7,8,8,7,8,8,7,7,7,7,2,7,7,4,4,7,7,7,7,5,3,3,3,5,3,2,3,4,4,4,4,5,6,5,6,6,5,5,6,5,7,5,4,6,6,5,7,4,5,5,6,4,5,4,7,6,6,5,6,5,2,4,3,5,2,5,5,4,5,4,4,5,4,5,4,3,4,3,4,5,4,4,5,5,1,0,1,1,1,0,0,1,1,1,0,1,1,1,8,6,2,6,4,4,6,0,2,0,2.97,7,62506,9/4/17,1:41 PM
93,9/3/17 15:37,9/3/17 22:22,104219276,f6389c3ec476744e698afd05b3f78aae,PS-344-08,1,Barber,ASX,BI,2018,3,2,4,4,4,4,3,3,5,5,3,3,3,5,3,4,4,4,5,5,4,3,4,4,4,5,4,4,5,5,7,7,3,5,2,4,2,5,4,3,4,8,5,3,7,2,5,7,4,7,2,3,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,7,2,6,3,5,2,3,5,6,7,7,1,7,5,3,6,3,1,3,5,1,6,1,5,5,6,2,6,6,6,2,7,6,6,6,7,3,5,3,6,3,6,6,6,3,3,2,2,3,1,1,2,1,2,2,3,2,1,2,7,7,7,3,6,7,4,6,6,7,6,6,6,7,7,6,7,7,6,6,6,7,6,3,2,2,5,4,2,2,4,4,4,4,6,5,6,6,5,6,6,5,6,5,3,6,6,6,5,2,5,4,5,3,4,3,4,7,3,2,3,1,7,6,6,5,6,7,7,6,7,5,6,7,7,2,5,5,6,7,7,6,2,6,2,3,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,8,1,1,1,5,0,1,3.7,9,24292,9/3/17,10:22 PM
94,9/3/17 20:49,9/3/17 22:01,104836807,5b3014d97d1cd6c63257538f2b4f6a29,PS-344-06,1,Jarman,MSC,CE,2019,3,3,3,4,2,3,5,3,3,4,2,3,2,3,4,4,4,3,4,2,5,3,3,4,4,4,5,6,6,4,6,7,8,4,6,6,8,3,4,8,3,8,7,4,6,5,4,7,6,8,7,5,6,6,5,6,6,4,5,6,5,7,7,6,6,6,6,4,6,6,2,6,5,4,4,6,6,4,5,6,5,6,5,4,1,3,7,5,4,2,5,7,6,2,7,4,5,3,4,6,6,5,4,5,6,4,7,3,4,4,2,3,2,2,1,2,3,2,2,3,2,3,2,1,1,0,7,7,6,8,6,6,2,6,7,5,5,5,6,6,6,6,6,5,6,5,6,7,6,3,3,3,5,4,2,2,5,4,4,4,5,5,5,5,4,6,6,5,5,6,5,6,6,2,6,1,6,0,4,2,6,0,1,7,2,7,1,1,7,5,6,6,6,6,6,7,6,6,6,6,6,2,4,5,5,5,6,5,3,5,3,4,3,1,0,0,1,1,0,1,1,1,1,1,1,1,0,3,6,1,5,1,4,2,5,0,1,3.38,6,4343,9/3/17,10:01 PM
95,9/3/17 21:02,9/14/17 16:25,104836843,85a0ea03193aaec5d9196b8d1c0a534a,PS-344-10,1,Cotting,MSC,BI,2018,4,3,3,4,4,4,4,3,2,4,2,4,5,5,5,3,5,5,5,5,4,5,5,5,4,5,5,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,6,8,4,6,8,8,8,8,8,7,6,6,6,7,7,7,7,7,7,7,7,7,5,4,6,7,7,2,6,4,6,1,7,7,7,2,7,4,5,6,6,2,5,5,4,6,2,7,6,7,4,7,3,5,4,6,7,7,7,7,5,7,2,6,3,6,2,7,4,4,1,2,4,2,1,2,1,3,4,3,0,2,3,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,7,7,7,6,7,7,7,6,3,5,2,5,5,2,1,5,5,5,4,7,7,7,7,7,7,7,7,7,7,6,7,7,5,4,2,7,4,5,3,6,2,1,9,2,4,2,2,8,7,7,7,5,6,7,7,7,6,4,6,7,1,6,4,6,4,7,7,1,7,1,7,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,2,0,2,8,1,2,0,4,0,0,2.56,9,933818,9/14/17,4:25 PM
96,9/3/17 21:21,9/3/17 22:44,104219494,3662309500ff36631215d5cac5b8c96e,PS-344-08,2,Barber,NS,CH,2018,3,2,3,3,3,3,4,3,4,2,4,2,3,3,4,2,3,4,3,2,3,4,4,5,4,3,1,3,4,3,7,5,3,5,8,3,4,2,5,6,1,4,5,0,4,5,3,4,5,6,5,2,7,6,7,7,6,6,7,7,7,7,6,6,7,7,6,4,1,7,1,6,4,5,3,3,5,6,1,7,6,5,6,7,2,4,5,3,6,1,3,6,2,2,7,3,7,4,6,7,5,4,4,2,6,2,3,1,6,2,6,3,1,1,1,2,2,2,1,0,2,3,0,2,0,2,2,7,8,1,6,7,1,7,6,5,7,5,5,7,6,5,3,6,5,6,5,7,4,3,4,2,5,5,2,2,5,5,5,3,6,5,6,6,6,6,6,6,6,5,5,6,5,3,2,1,6,2,2,1,6,2,2,8,2,4,3,1,7,6,6,5,7,6,7,6,6,6,6,5,7,3,6,5,6,6,7,4,3,5,3,3,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,1,1,6,1,1,1,5,1,1,3.88,7,4959,9/3/17,10:44 PM
97,9/4/17 0:04,9/4/17 0:20,104836766,9c1f6a80914c21fa76f171ac4bc5e153,PS-344-01,1,Gornick,MSX,IS,2019,2,2,3,4,3,3,3,4,4,5,4,3,5,5,4,5,3,3,2,5,4,3,4,5,3,4,4,6,5,7,7,6,8,6,6,7,6,7,7,6,8,8,6,7,5,8,4,8,6,7,8,7,7,6,6,7,6,7,6,7,6,7,6,6,7,6,7,7,6,7,6,5,7,6,7,6,6,7,6,7,5,6,4,6,7,5,6,6,5,7,6,6,6,4,6,7,6,6,5,5,5,6,7,6,7,6,5,6,5,6,6,2,3,3,2,4,3,4,2,2,3,3,4,3,4,3,0,0,0,0,0,0,0,0,0,4,6,3,4,3,5,3,5,3,6,4,4,5,3,3,4,2,4,3,4,3,4,4,4,4,6,5,7,6,7,6,6,6,6,6,6,6,6,8,7,6,7,7,6,7,7,6,7,9,2,9,2,2,8,6,6,5,6,6,7,6,7,6,7,6,7,6,6,5,6,5,6,7,6,7,6,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,6,7,7,8,7,7,7,6,8,7,,1,930,9/4/17,12:19 AM
98,9/4/17 0:05,9/4/17 0:49,104836754,b4712ef0a2b59afcdce1cac162926d82,PS-344-01,1,Gornick,MSC,BI,2019,2,1,2,2,1,1,4,4,5,4,2,4,1,2,3,4,3,3,4,2,4,2,2,4,5,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,4,6,5,2,5,4,6,2,4,5,4,3,4,5,4,6,6,2,4,4,2,3,2,7,6,5,7,2,1,4,5,6,6,1,7,3,6,7,7,6,5,6,2,4,6,3,5,2,7,4,6,6,5,1,6,2,2,7,5,0,0,3,2,4,3,3,2,1,4,3,2,2,0,4,8,8,5,8,8,8,6,6,8,4,5,3,4,5,6,5,5,4,5,6,4,6,3,4,3,2,2,3,3,4,2,2,3,2,5,5,4,6,5,3,6,2,4,4,1,4,3,8,8,6,8,6,4,6,2,2,4,8,5,7,7,1,9,4,5,5,4,6,6,3,6,4,4,5,4,4,5,4,4,4,5,6,1,7,1,6,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,8,0,1,1,5,0,0,2.27,9,2668,9/4/17,12:49 AM
99,9/4/17 8:56,9/4/17 9:25,104836771,9310ae1facf3a872b3283d1b1ce1d895,PS-344-02,1,Gornick,NS,ECE,2019,3,3,3,0,2,2,5,2,5,1,3,5,5,4,5,2,5,4,5,3,4,3,4,5,3,4,3,8,8,8,6,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,6,7,7,2,7,7,7,7,7,3,7,7,7,7,7,7,3,2,7,1,6,6,6,1,7,7,5,1,7,2,6,3,5,5,1,6,3,4,2,7,6,7,4,6,1,3,1,5,7,7,7,5,3,6,1,7,2,7,2,7,3,4,1,0,4,0,0,3,1,4,4,4,1,0,4,8,8,8,8,8,8,8,8,8,7,7,6,6,7,7,7,7,7,7,7,7,7,6,2,5,2,4,3,2,2,4,5,3,4,7,7,7,7,7,7,7,7,7,7,4,7,7,1,0,1,8,0,0,1,7,1,0,9,2,5,5,1,9,6,6,6,7,6,6,7,6,6,6,6,6,1,6,7,6,7,7,7,1,7,1,7,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,8,0,0,1,8,0,0,3.2,9,1769,9/4/17,9:25 AM
100,9/4/17 9:16,9/4/17 10:08,104836856,ced543ff27639c17388ef6303d733cd2,PS-344-11,1,Cotting,NSX,ME,2019,1,4,3,2,4,4,5,4,3,2,1,1,2,5,5,4,5,4,2,3,5,4,4,5,4,3,5,8,8,8,8,8,8,8,8,6,8,8,8,5,8,8,6,8,8,8,8,8,8,8,5,8,7,6,6,4,7,7,7,6,7,7,7,7,7,7,6,6,2,6,1,6,4,6,2,7,7,6,1,6,1,7,6,6,3,2,7,2,6,1,7,7,6,1,7,1,7,2,7,6,7,5,7,1,6,1,7,2,6,7,5,0,4,2,2,4,0,0,2,1,4,3,4,2,1,4,8,8,8,7,8,8,8,8,8,6,7,7,6,7,7,6,4,6,7,7,7,7,7,4,5,3,5,3,1,3,3,5,4,4,7,4,7,7,5,7,7,4,7,7,4,4,7,6,6,0,8,7,7,5,4,0,3,9,4,8,1,5,9,7,7,7,6,7,7,7,7,7,7,7,6,1,6,6,6,7,7,7,1,7,1,7,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,8,0,0,0,0,0,0,3.7,1,3093,9/4/17,10:07 AM
101,9/4/17 12:16,9/5/17 8:51,104836825,5d7174e2e5fd184a3f47a477f750b519,PS-344-08,1,Barber,MSX,IS,2019,2,3,4,4,2,4,3,1,3,3,1,3,3,4,4,3,4,5,4,4,4,3,4,5,5,5,4,7,7,6,8,4,4,7,8,6,5,8,4,6,7,5,3,3,6,6,6,4,6,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,6,1,5,2,7,2,6,6,5,3,7,4,6,6,6,4,5,5,2,7,3,7,5,4,2,7,3,4,3,7,6,7,4,7,3,5,2,5,2,7,5,4,3,4,2,2,2,2,0,1,2,2,2,4,2,2,2,6,8,8,4,8,8,7,4,4,6,6,5,5,5,5,5,7,7,7,7,7,7,7,2,5,3,5,5,2,2,5,5,5,3,7,7,7,7,7,7,7,7,7,7,6,7,7,6,1,0,6,1,4,4,5,0,0,9,4,5,2,1,9,6,6,6,6,6,6,7,7,7,7,7,7,1,7,7,7,7,7,6,2,4,2,3,2,1,0,0,0,1,0,0,1,0,1,1,0,1,0,8,0,0,8,2,3,3,1,0,0,2.737,7,74133,9/5/17,8:51 AM
102,9/4/17 12:48,9/12/17 11:54,104496391,744e3afc14ca4c9e432e73a830eecfdd,PS-344-05,1,Jarman,AS,EC,2019,4,2,1,0,3,2,3,2,5,4,5,4,3,5,5,2,4,5,5,4,2,3,4,5,3,2,2,7,8,2,5,4,8,8,3,7,7,8,5,8,1,8,8,7,4,5,8,1,5,8,2,6,2,6,7,6,3,6,4,2,2,6,3,5,3,7,5,1,1,4,5,5,7,7,5,7,6,4,1,2,5,6,3,7,4,1,4,6,7,7,7,5,3,6,3,7,6,7,7,4,7,2,4,1,2,5,7,6,6,7,4,4,3,2,2,4,3,2,0,1,3,2,3,1,1,0,1,8,7,8,6,8,8,7,8,6,4,6,3,5,7,6,6,2,6,3,5,6,5,4,5,2,1,5,3,5,2,3,5,0,4,7,7,7,6,6,5,6,6,6,4,6,5,2,0,1,8,1,1,1,7,1,1,6,8,2,3,1,5,5,6,7,6,7,3,6,7,6,7,6,3,2,7,6,7,7,3,7,1,7,1,7,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,2,0,0,6,0,0,1,7,0,0,2,8,688010,9/12/17,11:53 AM
103,9/4/17 13:43,9/4/17 15:08,104219603,c1b3f868a5704b58718fbc242a58dec8,PS-344-02,1,Gornick,MS,ECE,2019,2,2,2,2,3,3,3,3,2,2,3,4,2,3,4,3,4,4,3,2,5,2,3,4,2,3,3,6,6,7,7,7,5,6,5,5,6,6,6,8,5,8,4,4,7,4,6,8,7,8,5,5,6,6,7,6,6,5,6,5,7,7,7,7,7,6,6,5,3,7,2,4,4,7,3,7,7,6,5,6,4,7,4,6,1,2,5,5,5,3,6,6,5,6,6,2,1,4,2,6,6,7,4,5,6,3,3,6,6,4,1,4,3,1,0,4,1,1,3,2,2,3,3,3,2,3,6,7,7,8,8,8,6,5,5,6,6,3,4,6,6,6,6,6,6,6,6,5,4,2,4,1,5,5,3,2,5,5,5,4,5,6,5,6,6,6,6,6,5,6,5,5,6,4,2,1,7,1,0,1,6,0,1,8,3,2,3,1,8,6,5,6,5,6,6,5,6,5,6,6,6,2,4,4,6,6,6,7,2,7,2,6,2,1,1,0,0,1,1,0,0,1,1,0,1,1,0,2,0,0,8,1,1,1,7,1,1,3.81,9,5094,9/4/17,3:07 PM
104,9/4/17 8:13,9/5/17 18:12,104219486,0786eaff322ddf4b87728e9cdf27b268,PS-344-06,1,Jarman,MSC,CS,2018,4,1,4,4,4,4,4,3,3,5,1,5,4,4,5,3,5,4,5,4,5,4,5,5,4,5,5,6,6,6,6,8,7,6,7,7,8,7,8,8,7,8,7,6,6,5,7,8,6,8,5,4,7,6,6,6,7,7,7,6,7,7,7,6,7,7,6,2,3,6,1,5,3,6,1,5,7,6,1,6,1,6,6,7,2,3,6,6,6,2,6,6,5,4,7,2,3,4,6,6,6,4,3,1,6,1,7,2,6,2,4,3,3,1,3,3,3,2,1,2,3,2,2,1,2,3,8,8,8,5,7,8,5,4,3,6,6,4,5,6,6,6,6,5,6,6,6,6,6,3,4,2,4,5,2,2,5,5,5,4,6,7,7,6,6,7,6,6,7,6,6,6,6,6,6,2,4,1,7,3,4,5,4,8,5,8,3,2,7,7,6,6,5,6,7,7,7,5,6,6,7,1,5,4,5,6,7,6,2,6,2,6,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,4,0,8,0,3,0,6,0,0,3.35,9,122333,9/5/17,6:12 PM
105,9/3/17 14:54,9/8/17 20:46,104836799,699270bcd31d64271d94e4ce1ea22f04,PS-344-05,1,Jarman,MCX,IS,2019,1,2,3,3,3,3,2,1,3,1,3,2,5,4,5,2,4,4,2,4,3,3,2,5,2,2,1,6,7,4,8,6,6,6,8,6,7,6,7,8,6,8,8,4,8,3,5,6,8,8,6,4,5,6,6,4,4,3,6,4,6,7,6,4,5,7,6,4,4,6,1,5,5,7,3,7,6,5,2,6,2,6,5,7,6,1,7,5,5,5,7,4,4,2,7,1,5,4,7,6,6,5,5,2,6,2,7,7,6,2,2,2,3,0,0,4,2,1,1,1,4,3,3,0,1,4,8,8,6,6,8,8,8,8,7,7,6,7,5,5,6,5,6,6,7,5,6,6,6,2,4,1,4,5,1,3,5,4,5,3,5,5,5,6,2,6,6,5,7,4,2,6,4,4,4,2,3,1,4,4,4,3,2,9,1,9,1,1,8,6,6,5,4,5,6,4,6,5,6,5,6,3,5,4,6,5,6,7,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,8,0,0,4,6,0,0,2.4,9,453080,9/8/17,8:45 PM
108,9/4/17 19:30,9/10/17 15:08,104836830,c4263dcc44539cace15337c8ff16bf72,PS-344-08,1,Barber,NS,CE,2019,2,3,2,2,2,2,2,2,4,1,1,5,2,5,5,4,5,5,5,4,5,4,2,4,3,2,4,6,7,7,6,5,7,6,5,6,4,4,3,3,3,6,4,3,6,4,5,6,6,8,5,4,5,5,6,6,6,5,6,4,7,6,7,5,7,7,5,2,1,6,2,4,7,5,5,6,7,6,1,7,5,5,5,2,6,5,5,2,3,1,7,4,6,4,5,5,5,5,6,6,6,1,6,4,6,3,5,6,6,5,2,0,3,1,0,3,2,2,1,2,3,3,2,1,2,1,8,8,8,5,8,8,5,7,8,6,6,4,6,4,7,7,6,6,6,6,5,3,7,3,4,3,5,4,2,2,4,4,4,2,5,6,5,6,6,5,5,4,5,3,4,4,5,4,4,4,5,5,3,2,3,4,4,7,3,7,2,1,7,6,4,5,5,5,5,5,4,4,5,6,5,3,3,3,5,5,5,5,3,5,3,5,2,1,1,1,0,1,0,0,1,0,1,0,1,1,0,2,3,2,5,2,1,2,4,2,2,2.9,7,502695,9/10/17,3:08 PM
109,9/4/17 19:47,9/5/17 21:20,104836793,675bcc6f6b7af0fc7bb13b9e1cc5d709,PS-344-04,1,Jarman,ASX,CS,2019,1,1,4,4,4,4,3,2,5,2,2,4,4,3,3,1,5,5,4,4,4,4,5,5,4,4,4,5,5,4,6,7,4,7,5,3,8,4,4,8,3,8,7,5,6,6,4,7,7,8,4,2,5,6,6,5,5,5,5,4,6,6,5,5,6,6,5,5,5,6,2,5,4,7,3,6,6,5,4,7,5,4,5,6,1,5,5,3,6,4,7,5,2,5,7,2,3,2,7,7,6,6,5,3,6,3,6,3,7,5,2,3,1,0,2,3,3,3,2,2,3,2,1,1,2,2,7,8,6,5,7,8,5,8,8,5,6,5,6,7,7,6,7,7,6,5,5,6,5,4,4,5,5,4,4,4,3,4,3,4,7,7,6,6,7,6,6,7,5,6,6,7,7,5,5,6,3,6,7,4,4,3,4,5,3,3,5,6,5,7,6,5,6,6,6,6,7,5,6,6,6,1,5,4,5,6,7,7,1,7,1,6,2,1,1,1,1,1,0,0,0,0,1,0,1,1,0,4,5,3,4,2,5,4,3,0,0,3.89,9,91976,9/5/17,9:19 PM
110,9/4/17 21:05,9/4/17 22:19,104836822,237a0ffe43e643e532485003a7872e09,PS-344-07,1,Barber,MS,CE,2019,4,3,1,1,3,3,4,2,3,5,3,5,2,4,4,4,4,5,5,2,5,3,2,5,2,5,5,6,8,5,8,8,3,8,8,4,8,6,8,8,3,8,8,0,8,4,8,8,8,8,3,6,7,7,7,7,7,3,6,7,7,7,7,7,7,7,7,7,2,7,1,5,2,7,4,6,5,6,2,7,5,5,7,6,3,2,6,1,7,2,7,6,5,5,6,4,1,1,6,6,6,6,7,1,6,2,6,2,7,5,1,2,2,1,0,3,3,3,3,0,4,3,1,2,0,4,8,8,7,6,6,8,4,8,6,5,6,2,6,6,4,5,7,5,4,6,6,5,4,3,4,3,5,4,2,3,5,4,3,3,6,4,4,6,2,7,6,4,6,4,3,7,5,6,4,1,6,2,4,0,5,0,0,9,5,5,6,6,8,4,6,5,6,6,7,5,6,4,6,6,6,2,4,5,6,6,6,6,4,6,2,6,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,2,1,1,6,2,0,0,5,0,0,2.67,8,4406,9/4/17,10:18 PM
111,9/4/17 21:12,9/4/17 21:25,104219582,01132a0cbbeba9baa9b910e32eaedb60,PS-344-02,1,Gornick,MS,EC,2018,4,2,4,4,4,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,3,3,3,3,3,3,3,3,3,3,2,7,6,7,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,,1,769,9/4/17,9:24 PM
112,9/4/17 21:28,9/12/17 7:27,104836816,56f8fb604f3256711677a5187a1a9e27,PS-344-07,2,Barber,MS,IS,2019,4,3,3,3,3,4,5,3,3,3,2,5,2,5,3,3,5,5,5,4,5,1,5,5,4,4,5,6,6,6,5,6,8,4,6,5,3,5,6,5,3,6,3,4,4,3,6,6,5,5,3,6,7,7,7,6,7,6,6,6,7,7,7,6,6,7,6,7,2,6,1,7,2,6,2,7,7,7,1,7,1,6,7,7,2,2,7,1,7,1,7,7,7,1,6,1,7,1,7,6,7,3,7,2,7,1,7,3,7,5,5,4,2,2,2,3,2,2,3,1,0,3,2,2,2,3,6,8,6,4,6,8,5,8,7,7,7,5,7,7,7,7,6,6,6,7,7,7,7,3,4,3,5,4,3,2,5,4,5,4,6,7,7,7,7,7,7,6,7,6,7,7,6,6,5,3,6,4,4,3,4,4,3,7,4,7,5,1,9,7,7,6,6,7,7,7,7,6,6,6,7,1,7,7,6,6,7,6,1,6,2,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,5,7,1,6,4,4,1,6,0,0,,8,640725,9/12/17,7:27 AM
